Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      27/1425        void tbb::detail::d1::partition_type_base<tbb::detail::d1::auto_partition_type>::execute<tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false> >(__pstl::execution::v1::parallel_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}, std::integral_constant<bool, false>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > >(__pstl::execution::v1::parallel_policy const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&, tbb::detail::d1::execution_data&) [69]
                0.00    0.00      59/1425        void tbb::detail::d1::dynamic_grainsize_mode<tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type> >::work_balance<tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > >(__pstl::execution::v1::parallel_unsequenced_policy const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&, tbb::detail::d1::execution_data&) [11]
                0.00    0.00     558/1425        bool tbb::detail::d1::dynamic_grainsize_mode<tbb::detail::d1::adaptive_mode<tbb::detail::d1::auto_partition_type> >::check_being_stolen<tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const> >(__pstl::execution::v1::parallel_unsequenced_policy const&, tbb::detail::d1::execution_data const&) [260]
                0.00    0.00     776/1425        void tbb::detail::d1::partition_type_base<tbb::detail::d1::auto_partition_type>::execute<tbb::detail::d1::start_for<tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >, __pstl::__tbb_backend::__parallel_for_body<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __pstl::__internal::__pattern_walk1<__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true> >(__pstl::execution::v1::parallel_unsequenced_policy const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}, std::integral_constant<bool, true>, std::integral_constant<bool, true>)::{lambda()#1}::operator()() const::{lambda(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)#1}>, tbb::detail::d1::auto_partitioner const>, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > >(__pstl::execution::v1::parallel_unsequenced_policy const&, tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >&, tbb::detail::d1::execution_data&) [12]
[159]    0.0    0.00    0.00    1425         tbb::detail::d1::partition_type_base<tbb::detail::d1::auto_partition_type>::self() [159]
-----------------------------------------------
                0.00    0.00     704/1408        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [221]
                0.00    0.00     704/1408        std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [216]
[160]    0.0    0.00    0.00    1408         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [160]
-----------------------------------------------
                0.00    0.00       2/1408        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<lambertian, std::allocator<void>, vec3>(lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&) [520]
                0.00    0.00     702/1408        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<lambertian, std::allocator<void>, vec3&>(lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&) [228]
                0.00    0.00     704/1408        std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [216]
[161]    0.0    0.00    0.00    1408         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [161]
                0.00    0.00     704/704         std::__new_allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [214]
-----------------------------------------------
                0.00    0.00       2/1408        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<lambertian, std::allocator<void>, vec3>(lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&) [520]
                0.00    0.00     702/1408        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<lambertian, std::allocator<void>, vec3&>(lambertian*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&) [228]
                0.00    0.00     704/1408        std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [216]
[162]    0.0    0.00    0.00    1408         std::__new_allocator<std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [162]
-----------------------------------------------
                0.00    0.00     704/1408        std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [217]
                0.00    0.00     704/1408        std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [216]
[163]    0.0    0.00    0.00    1408         std::_Sp_counted_ptr_inplace<lambertian, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [163]
                0.00    0.00    1408/3528        std::_Sp_ebo_helper<0, std::allocator<void>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<void>, true>&) [136]
-----------------------------------------------
                0.00    0.00    1373/1373        camera::ray_color(ray const&, int, hittable const&) const [14]
[164]    0.0    0.00    0.00    1373         ray::ray() [164]
                0.00    0.00    5029/42743       vec3::vec3() [100]
-----------------------------------------------
                0.00    0.00    1144/1144        camera::render(hittable const&)::{lambda(int)#1}::operator()(int) const::{lambda(int)#1}::operator()(int) const [1]
[165]    0.0    0.00    0.00    1144         vec3::operator+=(vec3 const&) [165]
-----------------------------------------------
                0.00    0.00    1023/1023        void std::__relocate_object_a<std::shared_ptr<hittable>, std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >(std::shared_ptr<hittable>*, std::shared_ptr<hittable>*, std::allocator<std::shared_ptr<hittable> >&) [168]
[166]    0.0    0.00    0.00    1023         std::shared_ptr<hittable>::shared_ptr(std::shared_ptr<hittable>&&) [166]
                0.00    0.00    1023/1023        std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>&&) [167]
-----------------------------------------------
                0.00    0.00    1023/1023        std::shared_ptr<hittable>::shared_ptr(std::shared_ptr<hittable>&&) [166]
[167]    0.0    0.00    0.00    1023         std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>&&) [167]
                0.00    0.00    1023/19522       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [106]
                0.00    0.00    1023/3661        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [135]
-----------------------------------------------
                0.00    0.00    1023/1023        std::shared_ptr<hittable>* std::__relocate_a_1<std::shared_ptr<hittable>*, std::shared_ptr<hittable>*, std::allocator<std::shared_ptr<hittable> > >(std::shared_ptr<hittable>*, std::shared_ptr<hittable>*, std::shared_ptr<hittable>*, std::allocator<std::shared_ptr<hittable> >&) [405]
[168]    0.0    0.00    0.00    1023         void std::__relocate_object_a<std::shared_ptr<hittable>, std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >(std::shared_ptr<hittable>*, std::shared_ptr<hittable>*, std::allocator<std::shared_ptr<hittable> >&) [168]
                0.00    0.00    1023/1023        std::shared_ptr<hittable>::shared_ptr(std::shared_ptr<hittable>&&) [166]
                0.00    0.00    1023/2787        std::shared_ptr<hittable>::~shared_ptr() [139]
-----------------------------------------------
                0.00    0.00     971/971         tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::is_divisible() const [205]
[169]    0.0    0.00    0.00     971         tbb::detail::d1::blocked_range<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::size() const [169]
                0.00    0.00     932/1743        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [157]
-----------------------------------------------
                0.00    0.00       1/883         hittable_list::hittable_list() [544]
                0.00    0.00     882/883         sphere::sphere(vec3, double, std::shared_ptr<material>) [173]
[170]    0.0    0.00    0.00     883         hittable::hittable() [170]
-----------------------------------------------
                0.00    0.00       1/883         hittable_list::~hittable_list() [545]
                0.00    0.00     882/883         sphere::~sphere() <cycle 1> [174]
[171]    0.0    0.00    0.00     883         hittable::~hittable() [171]
-----------------------------------------------
                0.00    0.00     882/882         main [43]
[172]    0.0    0.00    0.00     882         hittable_list::add(std::shared_ptr<hittable>) [172]
                0.00    0.00     882/882         std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >::push_back(std::shared_ptr<hittable> const&) [192]
-----------------------------------------------
                0.00    0.00       1/882         void std::_Construct<sphere, vec3, int, std::shared_ptr<lambertian>&>(sphere*, vec3&&, int&&, std::shared_ptr<lambertian>&) [640]
                0.00    0.00       1/882         void std::_Construct<sphere, vec3, double, std::shared_ptr<dielectric>&>(sphere*, vec3&&, double&&, std::shared_ptr<dielectric>&) [637]
                0.00    0.00       1/882         void std::_Construct<sphere, vec3, double, std::shared_ptr<lambertian>&>(sphere*, vec3&&, double&&, std::shared_ptr<lambertian>&) [638]
                0.00    0.00       1/882         void std::_Construct<sphere, vec3, double, std::shared_ptr<metal>&>(sphere*, vec3&&, double&&, std::shared_ptr<metal>&) [639]
                0.00    0.00     878/882         void std::_Construct<sphere, vec3&, double, std::shared_ptr<material>&>(sphere*, vec3&, double&&, std::shared_ptr<material>&) [202]
[173]    0.0    0.00    0.00     882         sphere::sphere(vec3, double, std::shared_ptr<material>) [173]
                0.00    0.00     882/883         hittable::hittable() [170]
                0.00    0.00     882/1760        std::shared_ptr<material>::shared_ptr(std::shared_ptr<material> const&) [155]
-----------------------------------------------
                                 882             void std::_Destroy<sphere>(sphere*) <cycle 1> [195]
[174]    0.0    0.00    0.00     882         sphere::~sphere() <cycle 1> [174]
                0.00    0.00     882/883         hittable::~hittable() [171]
                                 882             std::shared_ptr<material>::~shared_ptr() <cycle 1> [107]
-----------------------------------------------
                0.00    0.00      47/882         dielectric::dielectric(double) [362]
                0.00    0.00     131/882         metal::metal(vec3 const&, double) [299]
                0.00    0.00     704/882         lambertian::lambertian(vec3 const&) [207]
[175]    0.0    0.00    0.00     882         material::material() [175]
-----------------------------------------------
                0.00    0.00      47/882         dielectric::~dielectric() [363]
                0.00    0.00     131/882         metal::~metal() [300]
                0.00    0.00     704/882         lambertian::~lambertian() [208]
[176]    0.0    0.00    0.00     882         material::~material() [176]
-----------------------------------------------
                0.00    0.00     882/882         main [43]
[177]    0.0    0.00    0.00     882         std::shared_ptr<sphere>::~shared_ptr() [177]
                0.00    0.00     882/882         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [181]
-----------------------------------------------
                0.00    0.00      11/882         void std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >::_M_realloc_insert<std::shared_ptr<hittable> const&>(__gnu_cxx::__normal_iterator<std::shared_ptr<hittable>*, std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > > >, std::shared_ptr<hittable> const&) [426]
                0.00    0.00     871/882         std::vector<std::shared_ptr<hittable>, std::allocator<std::shared_ptr<hittable> > >::push_back(std::shared_ptr<hittable> const&) [192]
[178]    0.0    0.00    0.00     882         std::shared_ptr<hittable>::shared_ptr(std::shared_ptr<hittable> const&) [178]
                0.00    0.00     882/882         std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2> const&) [182]
-----------------------------------------------
                0.00    0.00     882/882         main [43]
[179]    0.0    0.00    0.00     882         std::shared_ptr<hittable>::shared_ptr<sphere, void>(std::shared_ptr<sphere>&&) [179]
                0.00    0.00     882/882         std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<sphere, void>(std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>&&) [183]
-----------------------------------------------
                0.00    0.00       1/882         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3, int, std::shared_ptr<lambertian>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, int&&, std::shared_ptr<lambertian>&) [595]
                0.00    0.00       1/882         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3, double, std::shared_ptr<dielectric>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<dielectric>&) [592]
                0.00    0.00       1/882         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3, double, std::shared_ptr<lambertian>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<lambertian>&) [593]
                0.00    0.00       1/882         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3, double, std::shared_ptr<metal>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<metal>&) [594]
                0.00    0.00     878/882         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [198]
[180]    0.0    0.00    0.00     882         std::enable_if<!__has_esft_base<sphere>::value, void>::type std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<sphere, sphere>(sphere*) [180]
-----------------------------------------------
                0.00    0.00     882/882         std::shared_ptr<sphere>::~shared_ptr() [177]
[181]    0.0    0.00    0.00     882         std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [181]
                0.00    0.00     882/27846       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() <cycle 1> [105]
-----------------------------------------------
                0.00    0.00     882/882         std::shared_ptr<hittable>::shared_ptr(std::shared_ptr<hittable> const&) [178]
[182]    0.0    0.00    0.00     882         std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2> const&) [182]
                0.00    0.00     882/2646        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [143]
-----------------------------------------------
                0.00    0.00     882/882         std::shared_ptr<hittable>::shared_ptr<sphere, void>(std::shared_ptr<sphere>&&) [179]
[183]    0.0    0.00    0.00     882         std::__shared_ptr<hittable, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<sphere, void>(std::__shared_ptr<sphere, (__gnu_cxx::_Lock_policy)2>&&) [183]
                0.00    0.00     882/19522       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [106]
                0.00    0.00     882/3661        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [135]
-----------------------------------------------
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, int, std::shared_ptr<lambertian>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, int&&, std::shared_ptr<lambertian>&) [602]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<dielectric>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<dielectric>&) [599]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<lambertian>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<lambertian>&) [600]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<metal>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<metal>&) [601]
                0.00    0.00     878/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [200]
[184]    0.0    0.00    0.00     882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::get() [184]
                0.00    0.00     882/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [193]
-----------------------------------------------
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, int, std::shared_ptr<lambertian>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, int&&, std::shared_ptr<lambertian>&) [602]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<dielectric>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<dielectric>&) [599]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<lambertian>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<lambertian>&) [600]
                0.00    0.00       1/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3, double, std::shared_ptr<metal>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&&, double&&, std::shared_ptr<metal>&) [601]
                0.00    0.00     878/882         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<sphere, std::allocator<void>, vec3&, double, std::shared_ptr<material>&>(sphere*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, vec3&, double&&, std::shared_ptr<material>&) [200]
[185]    0.0    0.00    0.00     882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [185]
-----------------------------------------------
                0.00    0.00     882/882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [150]
[186]    0.0    0.00    0.00     882         std::__new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [186]
-----------------------------------------------
                0.00    0.00     882/882         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [194]
[187]    0.0    0.00    0.00     882         std::__new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*) [187]
-----------------------------------------------
                0.00    0.00     882/882         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [115]
[188]    0.0    0.00    0.00     882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [188]
                0.00    0.00     882/1764        std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [154]
                0.00    0.00     882/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [191]
                0.00    0.00     882/1764        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [149]
                0.00    0.00     882/1764        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [150]
                0.00    0.00     882/1764        std::__new_allocator<std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [151]
-----------------------------------------------
                                 882             std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() <cycle 1> [115]
[189]    0.0    0.00    0.00     882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [189]
                0.00    0.00     882/1764        std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [154]
                0.00    0.00     882/2646        std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [144]
                                 882             void std::_Destroy<sphere>(sphere*) <cycle 1> [195]
-----------------------------------------------
                0.00    0.00       1/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3, int, std::shared_ptr<lambertian>&>(std::allocator<void>, vec3&&, int&&, std::shared_ptr<lambertian>&) [611]
                0.00    0.00       1/882         std::_Sp_counted_ptr_inplace<sphere, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<vec3, double, std::shared_ptr<dielectric>&>(std::allocator<void>, vec3&&, double&&, std::shared_ptr<dielectric>&) [608]
